affinity_name,status_report,offer_number,policy_number,zipcode_link,zip4,birth_date,brand,date_offer,date_request,policy_start_date,premium,buildyear_car,buildmonth_car,wa,wa_bep_ca,wa_ca,updated_on,,
T&B,Policycreated,2745,10549,11110,9671,Jun-99,VOLKSWAGEN,5/27/2019,5/27/2019,5/28/2019,870.72,2002,September,Y,NA,NA,5/27/2019,,
T&B,Incompleterequest,2746,NA,11104,6191,Jan-93,TOYOTA,5/27/2019,NA,NA,582.72,2008,May,NA,Y,NA,5/27/2019,,
other,Policycreated,2747,10550,11111,3281,Sep-73,FORD,5/27/2019,6/19/2019,6/21/2019,1153.92,2011,April,NA,NA,Y,6/19/2019,,
other,Policycreated,2748,10551,11111,3281,Sep-73,FORD,5/27/2019,6/19/2019,6/21/2019,321.6,2009,February,NA,Y,NA,6/19/2019,,
T&B,Policycreated,2749,10552,11112,3443,Jan-88,SEAT,5/27/2019,5/27/2019,6/1/2019,266.76,2003,September,Y,NA,NA,5/27/2019,,
T&B,Calculatenewpremium,2750,NA,11113,2552,Sep-97,VOLKSWAGEN,5/27/2019,NA,NA,1024.08,2004,July,Y,NA,NA,5/27/2019,,
T&B,Policycreated,2751,10553,10941,3021,Mar-79,CITROEN,5/27/2019,5/27/2019,6/1/2019,671.64,2006,April,NA,Y,NA,5/28/2019,,
Seguros International Ltd.,Personaloffer,2752,NA,11114,4241,Mar-73,VOLVO,5/27/2019,NA,NA,270.96,2006,March,Y,NA,NA,5/29/2019,,
Seguros International Ltd.,Incompleterequest,2753,NA,11049,3381,Aug-70,TOYOTA,5/27/2019,NA,NA,474.36,2004,March,Y,NA,NA,5/27/2019,,
T&B,Incompleterequest,2754,NA,11096,3781,Mar-95,CITROEN,5/27/2019,NA,6/1/2019,495.48,2005,June,NA,Y,NA,5/27/2019,,
T&B,Policycreated,2755,10554,11115,4333,Feb-93,DAIHATSU,5/27/2019,5/27/2019,5/28/2019,290.64,2006,October,Y,NA,NA,5/28/2019,,
T&B,Incompleterequest,2756,NA,11096,3781,Mar-95,CITROEN,5/27/2019,NA,NA,495.48,2005,June,NA,Y,NA,5/27/2019,,
T&B,Policycreated,2757,10555,11116,7122,Oct-99,VOLKSWAGEN,5/27/2019,5/27/2019,5/29/2019,845.16,2002,December,Y,NA,NA,5/27/2019,,
T&B,Policycreated,2758,10556,11117,3026,Nov-92,VOLKSWAGEN,5/27/2019,5/27/2019,5/28/2019,794.16,2015,May,Y,NA,NA,5/27/2019,,
Seguros International Ltd.,Calculatenewpremium,2759,NA,11118,2471,Apr-57,MAZDA,5/27/2019,NA,NA,630,2015,February,NA,NA,Y,5/27/2019,,
T&B,Policycreated,2760,10557,11119,3564,Dec-95,RENAULT,5/27/2019,5/27/2019,6/1/2019,913.8,2006,August,Y,NA,NA,5/27/2019,,
Insuro,Policycreated,2761,10558,11120,3544,Sep-91,PEUGEOT,5/28/2019,5/28/2019,5/29/2019,133.32,1996,November,Y,NA,NA,5/28/2019,,
Seguros International Ltd.,Incompleterequest,2762,NA,11121,8072,Apr-90,FIAT,5/28/2019,NA,NA,428.76,2011,March,Y,NA,NA,5/28/2019,,
Seguros International Ltd.,Incompleterequest,2763,NA,11121,8072,Apr-90,FIAT,5/28/2019,NA,NA,421.56,2011,March,Y,NA,NA,5/28/2019,,
Insuro,Requestwithdrawn,2764,10559,11122,6866,Jun-57,FIAT,5/28/2019,5/28/2019,6/8/2019,288.24,2015,April,NA,NA,Y,5/28/2019,,
Seguros International Ltd.,Calculatenewpremium,2765,NA,11123,2555,Apr-60,TOYOTA,5/28/2019,NA,NA,291,2004,January,NA,Y,NA,5/28/2019,,
Seguros International Ltd.,Policycreated,2766,10560,11124,5673,Dec-77,TOYOTA,5/28/2019,5/28/2019,6/29/2019,249,2009,February,Y,NA,NA,5/28/2019,,
T&B,Policycreated,2767,10561,11096,3781,Mar-95,CITROEN,5/28/2019,5/28/2019,6/1/2019,495.48,2005,June,NA,Y,NA,5/28/2019,,
Seguros International Ltd.,Policycreated,2768,10562,11008,8232,Jan-81,VOLKSWAGEN,5/28/2019,5/28/2019,5/31/2019,314.04,1999,September,Y,NA,NA,5/28/2019,,
Seguros International Ltd.,Incompleterequest,2769,NA,11125,4337,Sep-64,HYUNDAI,5/28/2019,NA,NA,371.76,2016,June,NA,NA,Y,5/28/2019,,
Seguros International Ltd.,Incompleterequest,2770,NA,11030,5041,Jul-64,SUZUKI,5/28/2019,NA,NA,759.6,2008,January,NA,NA,Y,5/28/2019,,
Seguros International Ltd.,Policycreated,2771,10563,11030,5041,Jul-64,SUZUKI,5/28/2019,5/28/2019,5/29/2019,748.68,2008,January,NA,NA,Y,5/28/2019,,
Seguros International Ltd.,Policycreated,2772,10564,11126,1704,Mar-57,SUZUKI,5/28/2019,5/28/2019,6/1/2019,273.6,2007,January,Y,NA,NA,5/28/2019,,
Seguros International Ltd.,Incompleterequest,2773,NA,11127,8015,Apr-88,SUZUKI,5/28/2019,NA,NA,367.32,2007,September,NA,Y,NA,5/28/2019,,
Seguros International Ltd.,Calculatenewpremium,2774,NA,11128,1067,Feb-89,TOYOTA,5/28/2019,NA,NA,591.36,2011,June,NA,NA,Y,5/28/2019,,
T&B,Calculatenewpremium,2775,NA,11129,3204,May-01,VOLVO,5/28/2019,NA,NA,NA,1998,November,N,N,N,5/28/2019,,
Seguros International Ltd.,Policycreated,2776,10565,11016,6708,Feb-53,TOYOTA,5/28/2019,5/28/2019,6/15/2019,420.24,2017,August,NA,NA,Y,5/29/2019,,
T&B,Requestwithdrawn,2777,10566,10389,3072,Aug-90,MERCEDES-BENZ,5/28/2019,5/28/2019,5/29/2019,660.36,2012,January,Y,NA,NA,6/3/2019,,
T&B,Personaloffer,2778,NA,11130,7312,Dec-56,SUZUKI,5/28/2019,NA,NA,243.84,2006,July,Y,NA,NA,5/31/2019,,
Seguros International Ltd.,Policycreated,2779,10567,11121,8072,Apr-90,FIAT,5/28/2019,5/28/2019,5/29/2019,421.56,2011,March,Y,NA,NA,5/31/2019,,
other,Calculatenewpremium,2780,NA,11131,6942,Jul-41,MAZDA,5/28/2019,NA,NA,NA,2007,February,N,N,N,5/28/2019,,
other,Calculatenewpremium,2781,NA,11131,6942,Jul-41,MAZDA,5/28/2019,NA,NA,NA,2007,February,N,N,N,5/28/2019,,
T&B,Calculatenewpremium,2782,NA,11109,6832,Jan-93,HONDA,5/28/2019,NA,NA,496.32,1996,October,NA,Y,NA,5/28/2019,,
Seguros International Ltd.,Incompleterequest,2783,NA,11132,3911,May-95,PEUGEOT,5/28/2019,NA,NA,177.6,2012,May,Y,NA,NA,5/28/2019,,
Seguros International Ltd.,Calculatenewpremium,2784,NA,11133,1026,Apr-80,CITROEN,5/28/2019,NA,NA,635.76,2007,April,Y,NA,NA,5/28/2019,,
Seguros International Ltd.,Incompleterequest,2785,NA,11134,4931,Aug-81,FORD,5/28/2019,NA,NA,469.32,2016,April,NA,NA,Y,5/28/2019,,
Seguros International Ltd.,Calculatenewpremium,2786,NA,11135,3833,Nov-92,RENAULT,5/29/2019,NA,NA,388.08,2018,June,NA,NA,Y,5/29/2019,,
Seguros International Ltd.,Calculatenewpremium,2787,NA,11136,9204,Sep-81,SKODA,5/29/2019,NA,NA,490.08,2012,January,NA,Y,NA,5/29/2019,,
T&B,Incompleterequest,2788,NA,11113,2552,Sep-97,VOLKSWAGEN,5/29/2019,NA,5/29/2019,977.04,2002,March,Y,NA,NA,5/29/2019,,
T&B,Incompleterequest,2789,NA,11137,5012,May-95,FORD,5/29/2019,NA,5/30/2019,392.28,2004,October,Y,NA,NA,5/29/2019,,
other,Incompleterequest,2790,NA,11101,6717,Jan-71,PEUGEOT,5/29/2019,NA,NA,476.16,2006,January,NA,Y,NA,5/29/2019,,
Seguros International Ltd.,Calculatenewpremium,2791,NA,11138,1069,Jan-88,TOYOTA,5/29/2019,NA,NA,580.56,2013,July,NA,NA,Y,5/29/2019,,
Seguros International Ltd.,Calculatenewpremium,2792,NA,11139,8472,Nov-78,OPEL,5/29/2019,NA,NA,134.64,2004,March,Y,NA,NA,5/29/2019,,
Seguros International Ltd.,Calculatenewpremium,2793,NA,11140,4384,May-63,HONDA,5/29/2019,NA,NA,814.8,2012,June,NA,NA,Y,5/29/2019,,
Seguros International Ltd.,Calculatenewpremium,2794,NA,10922,2908,Jul-64,SEAT,5/29/2019,NA,NA,465.24,2012,December,NA,Y,NA,5/29/2019,,
Seguros International Ltd.,Personaloffer,2795,NA,11134,4931,Apr-78,SKODA,5/29/2019,NA,NA,804,2015,August,NA,NA,Y,5/29/2019,,
Seguros International Ltd.,Calculatenewpremium,2796,NA,11141,2673,Jan-70,VOLKSWAGEN,5/29/2019,NA,NA,600,2016,June,NA,NA,Y,5/29/2019,,
T&B,Policycreated,2797,10568,11113,2552,Sep-97,VOLKSWAGEN,5/29/2019,5/29/2019,5/30/2019,977.04,2002,March,Y,NA,NA,5/29/2019,,
T&B,Policycreated,2798,10569,11137,5012,May-95,FORD,5/29/2019,5/29/2019,5/30/2019,392.28,2004,October,Y,NA,NA,5/31/2019,,
Seguros International Ltd.,Calculatenewpremium,2799,NA,11142,5825,Oct-68,TOYOTA,5/29/2019,NA,NA,530.52,2014,October,NA,NA,Y,5/29/2019,,
Seguros International Ltd.,Calculatenewpremium,2800,NA,11142,5825,Oct-79,PEUGEOT,5/29/2019,NA,NA,132.48,2011,February,Y,NA,NA,5/29/2019,,
Seguros International Ltd.,Calculatenewpremium,2801,NA,11143,3994,Jun-71,OPEL,5/29/2019,NA,NA,288.24,2003,June,Y,NA,NA,5/29/2019,,
Seguros International Ltd.,Calculatenewpremium,2802,NA,11144,8447,Dec-79,VOLVO,5/29/2019,NA,NA,195.24,2008,March,Y,NA,NA,5/29/2019,,
other,Policycreated,2803,10570,11101,6717,May-86,PEUGEOT,5/29/2019,5/29/2019,5/30/2019,478.2,2006,January,NA,Y,NA,5/29/2019,,
T&B,Calculatenewpremium,2804,NA,11145,6822,Aug-83,SUZUKI,5/29/2019,NA,5/30/2019,655.92,2011,June,NA,Y,NA,5/29/2019,,
Seguros International Ltd.,Incompleterequest,2805,NA,11146,6633,Feb-76,VOLVO,5/29/2019,NA,NA,250.32,2000,June,Y,NA,NA,6/8/2019,,
T&B,Incompleterequest,2806,NA,11145,6822,Aug-83,SUZUKI,5/29/2019,NA,NA,825.84,2011,June,NA,Y,NA,5/29/2019,,
other,Calculatenewpremium,2807,NA,10982,3514,Sep-54,TOYOTA,5/29/2019,NA,NA,567.84,2013,August,NA,NA,Y,5/29/2019,,
Seguros International Ltd.,Policycreated,2808,10571,11147,2024,Aug-69,VOLKSWAGEN,5/29/2019,5/29/2019,6/1/2019,327,2016,April,Y,NA,NA,5/29/2019,,
other,Incompleterequest,2809,NA,11148,2553,Jan-70,RENAULT,5/29/2019,NA,NA,513,2019,June,NA,NA,Y,5/29/2019,,
T&B,Calculatenewpremium,2810,NA,11149,3904,Jan-79,BMW,5/29/2019,NA,NA,416.28,2006,June,Y,NA,NA,5/29/2019,,
T&B,Incompleterequest,2811,NA,11149,3904,Jan-79,BMW,5/29/2019,NA,NA,416.28,2006,June,Y,NA,NA,5/29/2019,,
T&B,Incompleterequest,2812,NA,11149,3904,Jan-79,BMW,5/29/2019,NA,5/30/2019,416.29,2006,June,Y,NA,NA,5/29/2019,,
T&B,Policycreated,2813,10572,11149,3904,Jan-79,BMW,5/29/2019,5/29/2019,5/30/2019,416.28,2006,June,Y,NA,NA,5/31/2019,,
Seguros International Ltd.,Incompleterequest,2814,NA,11150,2671,Dec-96,RENAULT,5/29/2019,NA,NA,673.08,2012,October,NA,Y,NA,5/29/2019,,
Seguros International Ltd.,Incompleterequest,2815,NA,11151,7772,May-55,PEUGEOT,5/29/2019,NA,NA,405.12,2010,October,NA,Y,NA,5/29/2019,,
T&B,Incompleterequest,2816,NA,11145,6822,Aug-83,SUZUKI,5/30/2019,NA,NA,792.84,2011,June,NA,Y,NA,5/30/2019,,
other,Calculatenewpremium,2817,NA,11152,8511,Feb-75,OPEL,5/30/2019,NA,NA,255.84,2001,November,NA,Y,NA,5/30/2019,,
Seguros International Ltd.,Incompleterequest,2818,NA,11142,5825,Oct-68,TOYOTA,5/30/2019,NA,NA,576.12,2014,October,NA,NA,Y,5/30/2019,,
Seguros International Ltd.,Calculatenewpremium,2819,NA,11153,4882,Oct-87,AUDI,5/30/2019,NA,NA,498.36,2014,August,NA,NA,Y,5/30/2019,,
Seguros International Ltd.,Incompleterequest,2820,NA,11142,5825,Oct-79,PEUGEOT,5/30/2019,NA,NA,183.72,2011,February,NA,Y,NA,5/30/2019,,
other,Policycreated,2821,10573,10250,2995,Aug-88,CITROEN,5/30/2019,5/30/2019,5/31/2019,268.08,2007,October,NA,NA,Y,5/31/2019,,
Seguros International Ltd.,Incompleterequest,2822,NA,11154,6713,Jun-92,SUZUKI,5/30/2019,NA,NA,190.44,2002,December,Y,NA,NA,5/30/2019,,
Seguros International Ltd.,Policycreated,2823,10574,11155,3906,Oct-72,MITSUBISHI,5/30/2019,5/30/2019,6/1/2019,181.8,2014,February,NA,Y,NA,5/31/2019,,
T&B,Incompleterequest,2824,NA,11156,7443,Jan-60,NISSAN,5/30/2019,NA,NA,584.04,2015,April,NA,NA,Y,5/30/2019,,
Seguros International Ltd.,Incompleterequest,2825,NA,11157,2202,Mar-69,TOYOTA,5/30/2019,NA,NA,342.12,2007,July,Y,NA,NA,5/30/2019,,
Seguros International Ltd.,Incompleterequest,2826,NA,11158,3564,May-90,PEUGEOT,5/30/2019,NA,NA,349.8,2009,June,Y,NA,NA,5/30/2019,,
Seguros International Ltd.,Incompleterequest,2827,NA,11159,8502,Oct-59,PEUGEOT,5/30/2019,NA,NA,425.28,2011,March,NA,NA,Y,5/30/2019,,
Insuro,Incompleterequest,2828,NA,11160,3076,Jan-91,OPEL,5/30/2019,NA,NA,1279.92,2019,February,NA,NA,Y,5/30/2019,,
Seguros International Ltd.,Incompleterequest,2829,NA,11161,2924,Oct-96,OPEL,5/30/2019,NA,NA,705.48,2002,December,Y,NA,NA,5/30/2019,,
Seguros International Ltd.,Policycreated,2830,10575,11157,2202,Mar-69,TOYOTA,5/30/2019,5/30/2019,7/7/2019,342.12,2007,July,Y,NA,NA,5/30/2019,,
T&B,Calculatenewpremium,2831,NA,11162,7642,Apr-78,PEUGEOT,5/30/2019,NA,NA,1075.68,2014,January,NA,NA,Y,5/30/2019,,
T&B,Incompleterequest,2832,NA,11163,7242,Apr-83,BMW,5/30/2019,NA,NA,874.32,2014,June,NA,NA,Y,5/30/2019,,
Insuro,Policycreated,2833,10576,11164,2314,Feb-76,FIAT,5/31/2019,6/3/2019,6/5/2019,543,2015,May,NA,NA,Y,6/4/2019,,
Insuro,Policycreated,2834,10577,11165,7218,Feb-65,MITSUBISHI,5/31/2019,6/5/2019,6/6/2019,314.04,2006,January,NA,Y,NA,6/6/2019,,
Insuro,Policycreated,2835,10578,11165,7218,Feb-65,OPEL,5/31/2019,6/5/2019,6/6/2019,144.84,2002,November,Y,NA,NA,6/6/2019,,
Seguros International Ltd.,Policycreated,2836,10579,11166,1068,Nov-85,FORD,5/31/2019,5/31/2019,6/1/2019,464.88,2011,June,NA,NA,Y,5/31/2019,,
other,Policycreated,2837,10580,10982,3514,Sep-54,TOYOTA,5/31/2019,5/31/2019,6/1/2019,552.96,2013,August,NA,NA,Y,5/31/2019,,
other,Calculatenewpremium,2838,NA,10992,1412,NA,BMW,5/31/2019,NA,NA,844.08,2014,June,NA,NA,Y,5/31/2019,,
Seguros International Ltd.,Calculatenewpremium,2839,NA,11167,4005,Apr-89,ALFA ROMEO,5/31/2019,NA,NA,588.12,2011,December,NA,NA,Y,5/31/2019,,
Seguros International Ltd.,Incompleterequest,2840,NA,11168,8265,May-91,VOLVO,5/31/2019,NA,NA,268.8,2004,October,Y,NA,NA,5/31/2019,,
T&B,Calculatenewpremium,2841,NA,11169,2563,Mar-83,VOLKSWAGEN,5/31/2019,NA,NA,730.08,2002,March,NA,Y,NA,5/31/2019,,
T&B,Calculatenewpremium,2842,NA,11169,2563,Mar-83,VOLKSWAGEN,5/31/2019,NA,NA,613.44,2002,March,NA,Y,NA,5/31/2019,,
other,Calculatenewpremium,2843,NA,11170,6587,Jun-83,MINI,5/31/2019,NA,NA,1506.96,2018,June,NA,NA,Y,5/31/2019,,
Seguros International Ltd.,Incompleterequest,2844,NA,11171,5711,Aug-92,SUZUKI,5/31/2019,NA,NA,391.2,2009,July,NA,Y,NA,5/31/2019,,
Seguros International Ltd.,Calculatenewpremium,2845,NA,11171,5711,Aug-92,SUZUKI,5/31/2019,NA,NA,472.92,2009,July,NA,Y,NA,6/1/2019,,
T&B,Calculatenewpremium,2846,NA,11172,5172,Apr-66,RENAULT,6/1/2019,NA,NA,564.24,2001,January,NA,Y,NA,6/1/2019,,
T&B,Calculatenewpremium,2847,NA,11172,5172,Apr-66,RENAULT,6/1/2019,NA,NA,564.24,2001,January,NA,Y,NA,6/1/2019,,
Seguros International Ltd.,Policycreated,2848,10581,11168,8265,May-91,VOLVO,6/1/2019,6/1/2019,7/1/2019,268.8,2004,October,Y,NA,NA,6/3/2019,,
T&B,Tailoredofferrejected,2849,NA,11173,4817,Nov-37,MG,6/1/2019,NA,NA,0,2000,March,N,N,N,6/3/2019,,
Seguros International Ltd.,Incompleterequest,2850,NA,11132,3911,May-95,PEUGEOT,6/1/2019,NA,NA,177.6,2012,May,Y,NA,NA,6/1/2019,,
Seguros International Ltd.,Incompleterequest,2851,NA,11132,3911,May-95,PEUGEOT,6/1/2019,NA,NA,177.6,2012,May,Y,NA,NA,6/1/2019,,
Seguros International Ltd.,Incompleterequest,2852,NA,11174,3911,May-95,PEUGEOT,6/1/2019,NA,NA,177.6,2012,May,Y,NA,NA,6/1/2019,,
Seguros International Ltd.,Policycreated,2853,10582,11132,3911,May-95,PEUGEOT,6/1/2019,6/1/2019,6/7/2019,177.6,2012,May,Y,NA,NA,6/1/2019,,
Seguros International Ltd.,Incompleterequest,2854,NA,11175,3871,Jan-83,VOLKSWAGEN,6/1/2019,NA,NA,215.28,2005,July,Y,NA,NA,6/1/2019,,
other,Requestrejected,2855,10583,10992,1412,Jan-80,BMW,6/1/2019,6/3/2019,6/4/2019,734.88,2014,June,NA,NA,Y,6/4/2019,,
T&B,Calculatenewpremium,2856,NA,11176,2274,Jun-81,DAIHATSU,6/2/2019,NA,NA,195.24,2002,April,NA,Y,NA,6/2/2019,,
T&B,Calculatenewpremium,2857,NA,11177,2574,Jun-81,DAIHATSU,6/2/2019,NA,NA,213.48,2002,April,NA,Y,NA,6/2/2019,,
T&B,Incompleterequest,2858,NA,11178,3882,Oct-95,MG,6/2/2019,NA,NA,564.84,2002,May,Y,NA,NA,6/2/2019,,
Seguros International Ltd.,Calculatenewpremium,2859,NA,11179,3312,Oct-57,HYUNDAI,6/2/2019,NA,NA,574.2,2006,October,NA,Y,NA,6/2/2019,,
Seguros International Ltd.,Policycreated,2860,10584,11128,1067,Feb-89,TOYOTA,6/3/2019,6/3/2019,7/3/2019,438,2011,June,NA,Y,NA,6/3/2019,,
T&B,Incompleterequest,2861,NA,11180,6882,Jan-75,PEUGEOT,6/3/2019,NA,NA,481.56,2007,March,Y,NA,NA,6/3/2019,,
other,Policycreated,2862,10585,11181,8033,Nov-87,OPEL,6/3/2019,6/3/2019,6/4/2019,1569.12,2017,January,NA,NA,Y,6/6/2019,,
Insuro,Policycreated,2863,10586,10202,9989,Dec-00,VOLKSWAGEN,6/3/2019,6/3/2019,6/4/2019,448.56,2004,September,Y,NA,NA,6/3/2019,,
T&B,Incompleterequest,2864,NA,11182,1521,Jul-65,CITROEN,6/3/2019,NA,NA,228.72,2012,February,NA,Y,NA,6/3/2019,,
T&B,Incompleterequest,2865,NA,11145,6822,Aug-83,SUZUKI,6/3/2019,NA,NA,679.56,2011,June,NA,Y,NA,6/3/2019,,
T&B,Calculatenewpremium,2866,NA,11183,3072,Jul-99,NISSAN,6/3/2019,NA,NA,1910.76,2001,October,NA,NA,Y,6/3/2019,,
T&B,Policycreated,2867,10587,11180,6882,Jul-99,PEUGEOT,6/3/2019,6/3/2019,6/4/2019,1101.84,2007,March,NA,Y,NA,6/3/2019,,
T&B,Policycreated,2868,10588,11184,9933,Dec-00,HYUNDAI,6/3/2019,6/3/2019,6/4/2019,816.48,2003,March,Y,NA,NA,6/3/2019,,
T&B,Incompleterequest,2869,NA,11145,6822,Aug-83,SUZUKI,6/3/2019,NA,NA,856.2,2011,June,NA,Y,NA,6/3/2019,,
Seguros International Ltd.,Incompleterequest,2870,NA,11158,3564,May-90,PEUGEOT,6/3/2019,NA,NA,349.8,2009,June,Y,NA,NA,6/3/2019,,
T&B,Calculatenewpremium,2871,NA,11185,7559,Jul-39,RENAULT,6/3/2019,NA,NA,NA,2018,August,N,N,N,6/3/2019,,
T&B,Calculatenewpremium,2872,NA,11185,7559,Jul-39,RENAULT,6/3/2019,NA,NA,NA,2018,August,N,N,N,6/3/2019,,
Seguros International Ltd.,Calculatenewpremium,2873,NA,11179,3312,Oct-57,HYUNDAI,6/3/2019,NA,NA,606.12,2006,October,NA,Y,NA,6/3/2019,,
T&B,Calculatenewpremium,2874,NA,11186,1501,Feb-63,OPEL,6/3/2019,NA,NA,242.28,2000,March,NA,Y,NA,6/3/2019,,
T&B,Tailoredofferrejected,2875,NA,11185,7559,Jul-39,RENAULT,6/3/2019,NA,NA,493.68,2018,August,NA,NA,Y,6/4/2019,,
other,Policycreated,2876,10589,11179,3312,Oct-57,HYUNDAI,6/3/2019,6/3/2019,6/6/2019,679.44,2006,October,NA,Y,NA,6/3/2019,,
T&B,Calculatenewpremium,2877,NA,11187,7084,Nov-41,OPEL,6/3/2019,NA,NA,NA,2014,August,N,N,N,6/3/2019,,
Seguros International Ltd.,Calculatenewpremium,2878,NA,11086,6865,May-75,TOYOTA,6/4/2019,NA,NA,133.92,2005,September,Y,NA,NA,6/4/2019,,
Seguros International Ltd.,Calculatenewpremium,2879,NA,11188,7577,Jan-91,MITSUBISHI,6/4/2019,NA,NA,404.76,2007,June,NA,Y,NA,6/4/2019,,
T&B,Incompleterequest,2880,NA,11182,1521,Jul-65,CITROEN,6/4/2019,NA,NA,231.84,2012,February,NA,Y,NA,6/4/2019,,
other,Calculatenewpremium,2881,NA,11189,5665,Jul-92,VOLKSWAGEN,6/4/2019,NA,NA,633.72,1999,October,NA,Y,NA,6/4/2019,,
T&B,Calculatenewpremium,2882,NA,11190,7483,Jun-98,OPEL,6/4/2019,NA,NA,1045.92,1997,September,NA,NA,Y,6/4/2019,,
T&B,Calculatenewpremium,2883,NA,11191,2023,Feb-41,RENAULT,6/4/2019,NA,NA,NA,2019,June,N,N,N,6/4/2019,,
other,Tailoredofferrejected,2884,NA,11192,5463,Apr-69,KIA,6/4/2019,NA,NA,425.16,2005,March,Y,NA,NA,6/4/2019,,
Seguros International Ltd.,Calculatenewpremium,2885,NA,11193,5308,Dec-65,MERCEDES-BENZ,6/4/2019,NA,NA,808.32,2004,January,NA,Y,NA,6/4/2019,,
Insuro,Calculatenewpremium,2886,NA,11194,6471,Nov-61,VOLKSWAGEN,6/4/2019,NA,NA,519,2011,November,NA,NA,Y,6/4/2019,,
Seguros International Ltd.,Policycreated,2887,10590,11195,1056,Jun-76,FORD,6/4/2019,7/8/2019,8/8/2019,247.68,2005,July,Y,NA,NA,7/11/2019,,
Seguros International Ltd.,Incompleterequest,2888,NA,11196,1095,Mar-83,MINI,6/4/2019,NA,NA,833.76,2008,September,NA,Y,NA,6/4/2019,,
Seguros International Ltd.,Incompleterequest,2889,NA,11197,3232,Nov-92,FIAT,6/4/2019,NA,NA,861.24,2010,August,NA,NA,Y,6/4/2019,,
Seguros International Ltd.,Policycreated,2890,10591,11198,3312,May-60,TOYOTA,6/4/2019,6/4/2019,6/5/2019,196.68,2010,March,NA,Y,NA,6/4/2019,,
Seguros International Ltd.,Calculatenewpremium,2891,NA,11199,5628,Jun-94,TOYOTA,6/4/2019,NA,NA,505.2,2006,May,NA,NA,Y,6/4/2019,,
Seguros International Ltd.,Incompleterequest,2892,NA,11200,4921,Jan-93,PEUGEOT,6/4/2019,NA,NA,283.68,2010,September,NA,Y,NA,6/4/2019,,
Seguros International Ltd.,Tailoredofferrejected,2893,NA,11201,6531,Mar-68,CITROEN,6/4/2019,NA,NA,0,2005,March,NA,NA,NA,6/4/2019,,
Seguros International Ltd.,Incompleterequest,2894,NA,11202,1035,Aug-78,VOLVO,6/4/2019,NA,NA,281.4,2004,March,Y,NA,NA,6/4/2019,,
Seguros International Ltd.,Calculatenewpremium,2895,NA,11203,3742,Apr-76,VOLKSWAGEN,6/4/2019,NA,NA,476.88,2004,August,NA,NA,Y,6/4/2019,,
Seguros International Ltd.,Incompleterequest,2896,NA,11204,4931,Mar-66,OPEL,6/4/2019,NA,NA,441.24,2004,December,Y,NA,NA,6/4/2019,,
Seguros International Ltd.,Calculatenewpremium,2897,NA,11017,3871,Dec-59,PORSCHE,6/4/2019,NA,NA,1146.96,2007,April,NA,NA,Y,6/4/2019,,
Seguros International Ltd.,Incompleterequest,2898,NA,11205,3059,May-79,CITROEN,6/4/2019,NA,NA,414.48,2012,March,NA,NA,Y,6/4/2019,,
Seguros International Ltd.,Calculatenewpremium,2899,NA,11206,3763,Jun-83,CITROEN,6/4/2019,NA,NA,324.72,2004,July,NA,Y,NA,6/4/2019,,
Seguros International Ltd.,Tailoredofferrejected,2900,NA,11207,2573,Oct-65,TOYOTA,6/4/2019,NA,NA,266.88,1999,May,Y,NA,NA,6/4/2019,,
Seguros International Ltd.,Calculatenewpremium,2901,NA,11208,1394,Feb-58,RENAULT,6/4/2019,NA,NA,279.36,2016,January,NA,NA,Y,6/4/2019,,
Seguros International Ltd.,Incompleterequest,2902,NA,11209,1403,Nov-90,VOLVO,6/4/2019,NA,NA,587.76,2014,December,NA,Y,NA,6/4/2019,,
Seguros International Ltd.,Incompleterequest,2903,NA,11210,1058,Aug-58,FORD,6/4/2019,NA,NA,224.16,2011,January,NA,Y,NA,6/4/2019,,
Seguros International Ltd.,Calculatenewpremium,2904,NA,11211,2224,Aug-64,DACIA,6/4/2019,NA,NA,492.12,2017,August,NA,NA,Y,6/4/2019,,
T&B,Calculatenewpremium,2905,NA,11212,9965,Jan-74,FORD,6/4/2019,NA,NA,496.44,1998,November,NA,NA,Y,6/4/2019,,
Seguros International Ltd.,Calculatenewpremium,2906,NA,10231,4301,Jul-61,CITROEN,6/4/2019,NA,NA,436.2,2017,March,NA,NA,Y,6/4/2019,,
Seguros International Ltd.,Incompleterequest,2907,NA,11213,3446,Aug-94,VOLKSWAGEN,6/4/2019,NA,NA,273.96,2006,November,Y,NA,NA,6/4/2019,,
Seguros International Ltd.,Incompleterequest,2908,NA,11214,4205,Mar-94,RENAULT,6/4/2019,NA,NA,299.88,2008,July,Y,NA,NA,6/4/2019,,
T&B,Calculatenewpremium,2909,NA,11215,3994,Aug-50,MITSUBISHI,6/4/2019,NA,NA,1036.44,2019,May,NA,NA,Y,6/4/2019,,
Seguros International Ltd.,Calculatenewpremium,2910,NA,11216,2725,Jan-79,MAZDA,6/4/2019,NA,NA,224.28,2009,January,Y,NA,NA,6/4/2019,,
T&B,Incompleterequest,2911,NA,11217,1703,Aug-91,CITROEN,6/4/2019,NA,NA,334.32,2013,August,NA,NA,Y,6/4/2019,,
Seguros International Ltd.,Calculatenewpremium,2912,NA,11218,1018,May-66,PEUGEOT,6/4/2019,NA,1/1/2020,462.6,2008,November,NA,Y,NA,6/4/2019,,
other,Calculatenewpremium,2913,NA,11219,3645,Dec-68,AUDI,6/4/2019,NA,NA,1837.56,2015,November,NA,NA,Y,6/4/2019,,
